Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
2093,Vernon Ramos,Alvaro Herrera,-170,150,Blue,Daniel Cormier,Anderson Silva,-430,345,Red,23.25581395,345
2094,Cesar Arzamendia,Polo Reyes,-190,165,Blue,Jose Aldo,Frankie Edgar,120,-140,Red,120,71.42857143
2095,Valmir Lazaro,Michel Prazeres,115,-135,Blue,Cain Velasquez,Travis Browne,-355,295,Red,28.16901408,295
2096,Ronda Rousey,Holly Holm,-750,525,Blue,Cat Zingano,Julianna Pena,-175,155,Blue,57.14285714,155
2097,Joanna Jedrzejczyk,Valerie Letourneau,-1400,925,Red,Johny Hendricks,Kelvin Gastelum,-105,-115,Blue,95.23809524,86.95652174
2098,Mark Hunt,Antonio Silva,-290,245,Red,TJ Dillashaw,Raphael Assuncao,-420,335,Red,23.80952381,335
2099,Uriah Hall,Robert Whittaker,-155,135,Blue,Sage Northcutt,Enrique Marin,-490,390,Red,20.40816327,390
2100,Stefan Struve,Jared Rosholt,-160,140,Blue,Diego Sanchez,Joe Lauzon,-125,105,Blue,80,105
2101,Jake Matthews,Akbarh Arreola,-1000,650,Red,Gegard Mousasi,Thiago Santos,-290,245,Red,34.48275862,245
2102,Kyle Noke,Peter Sobotta,205,-245,Red,Jim Miller,Takanori Gomi,-290,245,Red,34.48275862,245
2103,Anthony Perosh,Gian Villante,450,-600,Blue,Joanna Jedrzejczyk,Claudia Gadelha,-130,110,Red,76.92307692,110
2104,Richie Vaculik,Danny Martinez,-135,115,Blue,Andrew Sanchez,Khalil Rountree Jr.,-160,140,Red,62.5,140
2105,Daniel Kelly,Steve Montgomery,230,-270,Red,Tatiana Suarez,Amanda Cooper,-370,310,Red,27.02702703,310
2106,Richard Walsh,Steve Kennedy,-420,335,Red,Ross Pearson,Will Brooks,305,-365,Blue,305,27.39726027
2107,James Moontasri,Anton Zafir,-400,325,Red,Dooho Choi,Thiago Tavares,-220,180,Red,45.45454545,180
2108,Ben Nguyen,Ryan Benoit,-130,110,Red,Joaquim Silva,Andrew Holbrook,115,-135,Red,115,74.07407407
2109,Vitor Belfort,Dan Henderson,-320,270,Red,Gray Maynard,Fernando Bruno,-165,145,Red,60.60606061,145
2110,Glover Teixeira,Patrick Cummins,-525,415,Red,John Moraga,Matheus Nicolau,-140,120,Blue,71.42857143,120
2111,Thomas Almeida,Anthony Birchak,-525,415,Red,Cory Hendricks,Josh Stansbury,-145,125,Blue,68.96551724,125
2112,Alex Oliveira,Piotr Hallmann,-280,240,Red,Cezar Ferreira,Anthony Smith,-115,-105,Red,86.95652174,95.23809524
2113,Gilbert Burns,Rashid Magomedov,155,-175,Blue,Jake Matthews,Kevin Lee,-160,140,Blue,62.5,140
2114,Fabio Maldonado,Corey Anderson,500,-700,Blue,Li Jingliang,Anton Zafir,-310,255,Red,32.25806452,255
2115,Gleison Tibau,Abel Trujillo,-130,110,Blue,Rafael Dos Anjos,Eddie Alvarez,-290,245,Blue,34.48275862,245
2116,Yan Cabral,Johnny Case,170,-200,Blue,Roy Nelson,Derrick Lewis,-130,110,Blue,76.92307692,110
2117,Clay Guida,Thiago Tavares,-170,160,Blue,Alan Jouban,Belal Muhammad,-145,125,Red,68.96551724,125
2118,Kevin Souza,Chas Skelly,160,-185,Blue,Joe Duffy,Mitch Clarke,-440,390,Red,22.72727273,390
2119,Viscardi Andrade,Gasan Umalatov,110,-130,Red,Mike Pyle,Alberto Mina,-125,105,Blue,80,105
2120,Pedro Munhoz,Jimmie Rivera,-170,150,Blue,John Makdessi,Mehdi Baghdad,-130,110,Red,76.92307692,110
2121,Bruno Korea,Matheus Nicolau,165,-190,Blue,Anthony Birchak,Dileno Lopes,-250,210,Red,40,210
2122,Paddy Holohan,Louis Smolka,160,-185,Blue,Russell Doane,Pedro Munhoz,200,-240,Blue,200,41.66666667
2123,Norman Parke,Reza Madadi,-240,200,Red,Felipe Arantes,Jerrod Sanders,-155,135,Red,64.51612903,135
2124,Nicolas Dalby,Darren Till,125,-145,Draw,Gilbert Burns,Lukasz Sajewski,-265,225,Red,37.73584906,225
2125,Neil Seery,Jon Delos Reyes,-130,110,Red,Marco Beltran,Reginaldo Vieira,105,-125,Red,105,80
2126,Stevie Ray,Mickael Lebout,-550,425,Red,Vicente Luque,Alvaro Herrera,-375,313,Red,26.66666667,313
2127,Aisling Daly,Ericka Almeida,100,-120,Red,Rory MacDonald,Stephen Thompson,-105,-115,Blue,95.23809524,86.95652174
2128,Scott Askham,Krzysztof Jotko,-145,125,Blue,Donald Cerrone,Patrick Cote,-170,150,Red,58.82352941,150
2129,Cathal Pendred,Tom Breese,240,-280,Blue,Steve Bosse,Sean O'Connell,-135,115,Red,74.07407407,115
2130,Darren Elkins,Rob Whiteford,-155,135,Red,Olivier Aubin-Mercier,Thibault Gouti,-470,375,Red,21.27659574,375
2131,Bubba Bush,Garreth McLellan,-330,270,Blue,Valerie Letourneau,Joanne Calderwood,-150,130,Blue,66.66666667,130
2132,Daniel Cormier,Alexander Gustafsson,-255,215,Red,Jason Saggo,Leandro Silva,-115,-105,Red,86.95652174,95.23809524
2133,Ryan Bader,Rashad Evans,115,-135,Red,Misha Cirkunov,Ion Cutelaba,-220,180,Red,45.45454545,180
2134,Shawn Jordan,Ruslan Magomedov,165,-190,Blue,Tamdan McCrory,Krzysztof Jotko,-170,150,Blue,58.82352941,150
2135,Joseph Benavidez,Ali Bagautinov,-340,280,Red,Chris Beal,Joe Soto,105,-125,Blue,105,80
2136,Jessica Eye,Julianna Pena,220,-260,Blue,Elias Theodorou,Sam Alvey,-235,195,Red,42.55319149,195
2137,Yair Rodriguez,Dan Hooker,-270,230,Red,Randa Markos,Jocelyn Jones-Lybarger,-115,-105,Red,86.95652174,95.23809524
2138,Alan Jouban,Albert Tumenov,220,-260,Blue,Colby Covington,Jonathan Meunier,-235,195,Red,42.55319149,195
2139,Adriano Martins,Islam Makhachev,110,-130,Red,Ali Bagautinov,Geane Herrera,-260,220,Red,38.46153846,220
2140,Rose Namajunas,Angela Hill,-265,245,Red,Luke Rockhold,Michael Bisping,-750,525,Blue,13.33333333,525
2141,Francisco Trevino,Sage Northcutt,375,-470,Blue,Dominick Cruz,Urijah Faber,-380,315,Red,26.31578947,315
2142,Chris Cariaso,Sergio Pettis,170,-200,Blue,Max Holloway,Ricardo Lamas,-270,230,Red,37.03703704,230
2143,Derrick Lewis,Viktor Pesta,150,-170,Red,Dan Henderson,Hector Lombard,265,-325,Red,265,30.76923077
2144,Josh Barnett,Roy Nelson,-345,285,Red,Dustin Poirier,Bobby Green,-185,160,Red,54.05405405,160
2145,Gegard Mousasi,Uriah Hall,-400,325,Blue,Brian Ortega,Clay Guida,-235,195,Red,42.55319149,195
2146,Kyoji Horiguchi,Chico Camus,-420,335,Red,Beneil Dariush,James Vick,-140,120,Red,71.42857143,120
2147,Takeya Mizugaki,George Roop,-240,200,Red,Jessica Penne,Jessica Andrade,110,-130,Blue,110,76.92307692
2148,Katsunori Kikuno,Diego Brandao,210,-230,Blue,Cole Miller,Alex Caceres,-165,145,Blue,60.60606061,145
2149,Mizuto Hirota,Teruto Ishihara,-290,245,Draw,Sean Strickland,Tom Breese,-110,-110,Red,90.90909091,90.90909091
2150,Keita Nakamura,Li Jingliang,255,-310,Red,Jonathan Wilson,Henrique da Silva,-165,145,Blue,60.60606061,145
2151,Nick Hein,Yusuke Kasuya,-365,305,Red,Polo Reyes,Dong Hyun Ma,-115,-105,Red,86.95652174,95.23809524
2152,Naoyuki Kotani,Kajan Johnson,260,-320,Blue,Thomas Almeida,Cody Garbrandt,-200,170,Blue,50,170
2153,Shinsho Anzai,Roger Zapata,-115,-105,Red,Renan Barao,Jeremy Stephens,-150,130,Blue,66.66666667,130
2154,Demetrious Johnson,John Dodson,-560,430,Red,Tarec Saffiedine,Rick Story,115,-135,Blue,115,74.07407407
2155,Andrei Arlovski,Frank Mir,-155,135,Red,Chris Camozzi,Vitor Miranda,125,-145,Red,125,68.96551724
2156,Anthony Johnson,Jimi Manuwa,-750,525,Red,Jorge Masvidal,Lorenz Larkin,-115,-105,Blue,86.95652174,95.23809524
2157,Jan Blachowicz,Corey Anderson,-105,-115,Blue,Joshua Burkman,Paul Felder,245,-290,Blue,245,34.48275862
2158,Paige VanZant,Alex Chambers,-1500,1000,Red,Sara McMann,Jessica Eye,-125,105,Red,80,105
2159,Ross Pearson,Paul Felder,350,-440,Red,Abel Trujillo,Jordan Rinaldi,-320,260,Red,31.25,260
2160,Francisco Rivera,John Lineker,130,-150,Blue,Jake Collier,Alberto Uda,110,-130,Red,110,76.92307692
2161,Jessica Andrade,Raquel Pennington,-170,150,Blue,Erik Koch,Shane Campbell,120,-140,Red,120,71.42857143
2162,Clay Collard,Tiago Trator,-145,125,Blue,Aljamain Sterling,Bryan Caraway,-310,255,Blue,32.25806452,255
2163,Joe Riggs,Ron Stallings,195,-235,Red,Chris de la Rocha,Adam Milstead,245,-290,Blue,245,34.48275862
2164,Joaquim Silva,Nazareno Malegarie,105,-125,Red,Fabricio Werdum,Stipe Miocic,-185,160,Blue,54.05405405,160
2165,Max Holloway,Charles Oliveira,-255,215,Red,Jacare Souza,Vitor Belfort,-280,240,Red,35.71428571,240
2166,Neil Magny,Erick Silva,170,-200,Red,Cris Cyborg,Leslie Smith,-1500,1200,Red,6.666666667,1200
2167,Patrick Cote,Joshua Burkman,150,-170,Red,Mauricio Rua,Corey Anderson,140,-160,Red,140,62.5
2168,Chad Laprise,Francisco Trinaldo,-460,365,Blue,Warlley Alves,Bryan Barberena,-600,450,Blue,16.66666667,450
2169,Olivier Aubin-Mercier,Tony Sims,-200,170,Red,Demian Maia,Matt Brown,-350,290,Red,28.57142857,290
2170,Maryna Moroz,Valerie Letourneau,-265,225,Blue,Thiago Santos,Nate Marquardt,-360,300,Red,27.77777778,300
2171,Sam Stout,Frankie Perez,135,-145,Blue,Francisco Trinaldo,Yancy Medeiros,-275,235,Red,36.36363636,235
2172,Yves Jabouin,Felipe Arantes,220,-260,Blue,John Lineker,Rob Font,-145,125,Red,68.96551724,125
2173,Marcos Rogerio de Lima,Nikita Krylov,-150,130,Blue,Rogerio Nogueira,Patrick Cummins,195,-235,Red,195,42.55319149
2174,Chris Kelades,Chris Beal,140,-160,Red,Renato Moicano,Zubaira Tukhugov,100,-120,Red,100,83.33333333
2175,Shane Campbell,Elias Silverio,210,-250,Red,Alistair Overeem,Andrei Arlovski,-240,200,Red,41.66666667,200
2176,Misha Cirkunov,Daniel Jolly,-570,435,Red,Antonio Silva,Stefan Struve,185,-225,Blue,185,44.44444444
2177,Glover Teixeira,Ovince Saint Preux,120,-140,Red,Albert Tumenov,Gunnar Nelson,-155,135,Blue,64.51612903,135
2178,Michael Johnson,Beneil Dariush,-140,120,Blue,Germaine de Randamie,Anna Elmose,-400,325,Red,25,325
2179,Derek Brunson,Sam Alvey,-380,315,Red,Nikita Krylov,Francimar Barroso,-200,170,Red,50,170
2180,Jared Rosholt,Tim Johnson,-245,205,Red,Karolina Kowalkiewicz,Heather Jo Clark,-320,260,Red,31.25,260
2181,Sara McMann,Amanda Nunes,-260,220,Blue,Rustam Khabilov,Chris Wade,-165,145,Red,60.60606061,145
2182,Ray Borg,Geane Herrera,-440,350,Red,Magnus Cedenblad,Garreth McLellan,-250,210,Red,40,210
2183,Uriah Hall,Oluwale Bamgbose,-320,260,Red,Jon Tuck,Josh Emmett,-110,-110,Blue,90.90909091,90.90909091
2184,Chris Camozzi,Tom Watson,-135,115,Red,Yan Cabral,Reza Madadi,-160,140,Blue,62.5,140
2185,Dustin Ortiz,Willie Gates,-480,383,Red,Kyoji Horiguchi,Neil Seery,-600,450,Red,16.66666667,450
2186,Frankie Saenz,Sirwan Kakai,105,-125,Red,Leon Edwards,Dominic Waters,-270,230,Red,37.03703704,230
2187,Chris Dempsey,Jonathan Wilson,105,-125,Blue,Ulka Sasaki,Willie Gates,-135,115,Red,74.07407407,115
2188,Marlon Vera,Roman Salazar,-125,105,Red,Jon Jones,Ovince Saint Preux,-720,510,Red,13.88888889,510
2189,Anthony Christodoulou,Scott Holtzman,775,-1200,Blue,Demetrious Johnson,Henry Cejudo,-340,280,Red,29.41176471,280
2190,Ronda Rousey,Bethe Correia,-1700,1100,Red,Anthony Pettis,Edson Barboza,-190,165,Blue,52.63157895,165
2191,Mauricio Rua,Rogerio Nogueira,-230,190,Red,Robert Whittaker,Rafael Natal,-325,265,Red,30.76923077,265
2192,Glaico Franca,Fernando Bruno,-210,175,Red,Yair Rodriguez,Andre Fili,-110,-110,Red,90.90909091,90.90909091
2193,Reginaldo Vieira,Dileno Lopes,360,-450,Red,Sergio Pettis,Chris Kelades,-225,185,Red,44.44444444,185
2194,Stefan Struve,Minotauro Nogueira,-175,155,Red,Danny Roberts,Dominique Steele,-355,295,Red,28.16901408,295
2195,Antonio Silva,Soa Palelei,160,-185,Red,Carla Esparza,Juliana Lima,-190,165,Red,52.63157895,165
2196,Claudia Gadelha,Jessica Aguilar,-450,360,Red,Glaico Franca,James Vick,170,-200,Blue,170,50
2197,Demian Maia,Neil Magny,-240,200,Red,Walt Harris,Cody East,160,-185,Red,160,54.05405405
2198,Rafael Feijao,Patrick Cummins,165,-190,Blue,Marcos Rogerio de Lima,Clint Hester,-120,100,Red,83.33333333,100
2199,Warlley Alves,Nordine Taleb,-340,280,Red,Efrain Escudero,Kevin Lee,300,-360,Blue,300,27.77777778
2200,Iuri Alcantara,Leandro Issa,-250,210,Red,Glover Teixeira,Rashad Evans,-225,185,Red,44.44444444,185
2201,Vitor Miranda,Clint Hester,120,-140,Red,Rose Namajunas,Tecia Torres,-160,140,Red,62.5,140
2202,Hugo Viana,Guido Cannetti,-600,450,Blue,Khabib Nurmagomedov,Darrell Horcher,-1000,650,Red,10,650
2203,TJ Dillashaw,Renan Barao,-200,170,Red,Cub Swanson,Hacran Dias,-115,-105,Red,86.95652174,95.23809524
2204,Miesha Tate,Jessica Eye,-200,170,Red,Beneil Dariush,Michael Chiesa,-165,145,Blue,60.60606061,145
2205,Edson Barboza,Paul Felder,-155,135,Red,Bethe Correia,Raquel Pennington,180,-220,Blue,180,45.45454545
2206,Joe Lauzon,Takanori Gomi,-310,255,Red,Court McGee,Santiago Ponzinibbio,100,-120,Blue,100,83.33333333
2207,Gian Villante,Tom Lawlor,-220,180,Blue,Randy Brown,Michael Graves,125,-145,Blue,125,68.96551724
2208,Jim Miller,Danny Castillo,-140,120,Red,John Dodson,Manvel Gamburyan,-450,400,Red,22.22222222,400
2209,Kenny Robertson,Ben Saunders,-135,115,Blue,Oluwale Bamgbose,Cezar Ferreira,-185,160,Blue,54.05405405,160
2210,Eddie Wineland,Bryan Caraway,-140,120,Blue,Elizeu Zaleski dos Santos,Omari Akhmedov,125,-145,Red,125,68.96551724
2211,Daron Cruickshank,James Krause,-200,170,Blue,Ben Rothwell,Junior Dos Santos,-105,-115,Blue,95.23809524,86.95652174
2212,Ramsey Nijem,Andrew Holbrook,-155,135,Blue,Derrick Lewis,Gabriel Gonzaga,-150,130,Red,66.66666667,130
2213,Jessamyn Duke,Elizabeth Phillips,130,-150,Blue,Francis Ngannou,Curtis Blaydes,140,-160,Red,140,62.5
2214,Zak Cummings,Dominique Steele,-380,340,Red,Tim Johnson,Marcin Tybura,-110,-110,Red,90.90909091,90.90909091
2215,Michael Bisping,Thales Leites,-135,115,Red,Igor Pokrajac,Jan Blachowicz,280,-340,Blue,280,29.41176471
2216,Ross Pearson,Evan Dunham,-245,205,Blue,Maryna Moroz,Cristina Stanciu,-170,150,Red,58.82352941,150
2217,Joe Duffy,Ivan Jorge,-1000,650,Red,Nicolas Dalby,Zak Cummings,-105,-115,Blue,95.23809524,86.95652174
2218,Joanne Calderwood,Cortney Casey,-230,190,Red,Ian Entwistle,Alejandro Perez,-150,130,Blue,66.66666667,130
2219,Leon Edwards,Pawel Pawlak,-400,325,Red,Mairbek Taisumov,Damir Hadzovic,-320,260,Red,31.25,260
2220,Stevie Ray,Leonardo Mafra,-225,185,Red,Filip Pejic,Damian Stasiak,-110,100,Blue,90.90909091,100
2221,Paddy Holohan,Vaughan Lee,-145,125,Red,Rob Whiteford,Lucas Martins,-110,-110,Blue,90.90909091,90.90909091
2222,Ilir Latifi,Hans Stringer,-235,195,Red,Jared Cannonier,Cyril Asker,-135,115,Red,74.07407407,115
2223,Mickael Lebout,Teemu Packalen,120,-140,Red,Alessio Di Chirico,Bojan Velickovic,155,-175,Blue,155,57.14285714
2224,Rob Whiteford,Paul Redmond,-160,140,Red,Mark Hunt,Frank Mir,-150,130,Red,66.66666667,130
2225,Marcus Brimage,Jimmie Rivera,130,-140,Blue,Hector Lombard,Neil Magny,100,-120,Blue,100,83.33333333
2226,Daniel Omielanczuk,Chris de la Rocha,-130,120,Red,Jake Matthews,Johnny Case,105,-125,Red,105,80
2227,Frank Mir,Todd Duffee,165,-190,Red,Daniel Kelly,Antonio Carlos Junior,385,-485,Red,385,20.6185567
2228,Josh Thomson,Tony Ferguson,230,-270,Blue,James Te Huna,Steve Bosse,-255,215,Blue,39.21568627,215
2229,Holly Holm,Marion Reneau,-255,215,Red,Bec Rawlings,Seohee Ham,-110,-110,Red,90.90909091,90.90909091
2230,Scott Jorgensen,Manvel Gamburyan,170,-200,Blue,Brendan O'Reilly,Alan Jouban,415,-525,Blue,415,19.04761905
2231,Kevin Lee,James Moontasri,-315,285,Red,Dan Hooker,Mark Eddiva,-160,150,Red,62.5,150
2232,Alan Jouban,Matt Dwyer,-500,400,Red,Leslie Smith,Rin Nakai,-130,110,Red,76.92307692,110
2233,Sam Sicilia,Yaotzin Meza,-265,225,Red,Richard Walsh,Viscardi Andrade,-125,105,Blue,80,105
2234,Jessica Andrade,Sarah Moras,-500,400,Red,Ross Pearson,Chad Laprise,-105,-115,Red,95.23809524,86.95652174
2235,Rani Yahya,Masanori Kanehara,115,-135,Red,Alan Patrick,Damien Brown,-300,250,Red,33.33333333,250
2236,Igor Araujo,Sean Strickland,375,-470,Blue,Conor McGregor,Nate Diaz,-425,340,Blue,23.52941176,340
2237,Kevin Casey,Ildemar Alcantara,120,-140,Red,Holly Holm,Miesha Tate,-300,250,Blue,33.33333333,250
2238,Andrew Craig,Lyman Good,230,-270,Blue,Gian Villante,Ilir Latifi,160,-185,Blue,160,54.05405405
2239,Jake Ellenberger,Stephen Thompson,205,-245,Blue,Corey Anderson,Tom Lawlor,-250,210,Red,40,210
2240,Kamaru Usman,Hayder Hassan,-240,200,Red,Amanda Nunes,Valentina Shevchenko,-105,-115,Red,95.23809524,86.95652174
2241,Michael Graves,Vicente Luque,160,-185,Red,Brandon Thatch,Siyar Bahadurzada,-335,275,Blue,29.85074627,275
2242,Jorge Masvidal,Cezar Ferreira,-200,170,Red,Erick Silva,Nordine Taleb,-225,185,Blue,44.44444444,185
2243,Angela Magana,Michelle Waterson,650,-1000,Blue,Vitor Miranda,Marcelo Guimaraes,-300,250,Red,33.33333333,250
2244,Maximo Blanco,Mike de la Torre,155,-175,Red,Darren Elkins,Chas Skelly,155,-175,Red,155,57.14285714
2245,Josh Samman,Caio Magalhaes,100,-120,Red,Diego Sanchez,Jim Miller,160,-185,Red,160,54.05405405
2246,Russell Doane,Jerrod Sanders,-470,375,Blue,Jason Saggo,Justin Salas,-190,165,Red,52.63157895,165
2247,Dan Miller,Trevor Smith,-105,-115,Blue,Julian Erosa,Teruto Ishihara,-175,155,Blue,57.14285714,155
2248,George Sullivan,Dominic Waters,-250,210,Red,Anderson Silva,Michael Bisping,-275,235,Blue,36.36363636,235
2249,Darrell Montague,Willie Gates,120,-130,Blue,Gegard Mousasi,Thales Leites,-300,250,Red,33.33333333,250
2250,Chad Mendes,Conor McGregor,165,-190,Blue,Tom Breese,Keita Nakamura,-1165,750,Red,8.583690987,750
2251,Robbie Lawler,Rory MacDonald,145,-165,Red,Francisco Rivera,Brad Pickett,-155,135,Blue,64.51612903,135
2252,Dennis Bermudez,Jeremy Stephens,-245,205,Blue,Mike Wilkinson,Makwan Amirkhani,160,-185,Blue,160,54.05405405
2253,Gunnar Nelson,Brandon Thatch,150,-170,Red,Davey Grant,Marlon Vera,-185,160,Red,54.05405405,160
2254,Brad Pickett,Thomas Almeida,500,-700,Blue,Scott Askham,Chris Dempsey,-360,300,Red,27.77777778,300
2255,Matt Brown,Tim Means,-150,130,Red,Arnold Allen,Yaotzin Meza,-340,280,Red,29.41176471,280
2256,Mike Swick,Alex Garcia,375,-470,Blue,Bradley Scott,Krzysztof Jotko,135,-155,Blue,135,64.51612903
2257,Cathal Pendred,John Howard,-135,115,Blue,Norman Parke,Rustam Khabilov,170,-200,Blue,170,50
2258,Cody Garbrandt,Henry Briones,-1000,650,Red,Daniel Omielanczuk,Jarjis Danho,-110,-110,Red,90.90909091,90.90909091
2259,Neil Seery,Louis Smolka,115,-135,Blue,Teemu Packalen,Thibault Gouti,100,-110,Red,100,90.90909091
2260,Yosdenis Cedeno,Cody Pfister,-250,210,Blue,David Teymur,Martin Svensson,-115,-105,Red,86.95652174,95.23809524
2261,Lyoto Machida,Yoel Romero,-165,145,Blue,Donald Cerrone,Alex Oliveira,-270,230,Red,37.03703704,230
2262,Santiago Ponzinibbio,Lorenz Larkin,150,-170,Blue,Derek Brunson,Roan Carneiro,-365,305,Red,27.39726027,305
2263,Antonio Carlos Junior,Eddie Gordon,-170,150,Red,Cody Garbrandt,Augusto Mendes,-450,360,Red,22.22222222,360
2264,Thiago Santos,Steve Bosse,-175,155,Red,Dennis Bermudez,Tatsuya Kawajiri,-355,295,Red,28.16901408,295
2265,Hacran Dias,Levan Makashvili,-145,125,Red,Chris Camozzi,Joe Riggs,-225,185,Red,44.44444444,185
2266,Alex Oliveira,Joe Merritt,-425,340,Red,James Krause,Shane Campbell,-185,160,Red,54.05405405,160
2267,Leandro Silva,Lewis Gonzalez,-190,165,Red,Alex Garcia,Sean Strickland,-105,-115,Blue,95.23809524,86.95652174
2268,Steve Montgomery,Tony Sims,100,-120,Blue,Daniel Sarafian,Oluwale Bamgbose,-130,110,Blue,76.92307692,110
2269,Danny Martinez,Sirwan Kakai,-115,-105,Blue,Anthony Smith,Leonardo Augusto Leleco,-135,115,Red,74.07407407,115
2270,Joanna Jedrzejczyk,Jessica Penne,-900,600,Red,Jonavin Webb,Nathan Coy,-260,220,Blue,38.46153846,220
2271,Dennis Siver,Tatsuya Kawajiri,-150,130,Blue,Marion Reneau,Ashlee Evans-Smith,-190,165,Blue,52.63157895,165
2272,Peter Sobotta,Steve Kennedy,-370,310,Red,Lauren Murphy,Kelly Faszholz,-310,255,Red,32.25806452,255
2273,Nick Hein,Lukasz Sajewski,-150,130,Red,Anthony Hamilton,Shamil Abdurakhimov,105,-125,Blue,105,80
2274,Makwan Amirkhani,Masio Fullen,-260,240,Red,Johny Hendricks,Stephen Thompson,-290,245,Blue,34.48275862,245
2275,Mairbek Taisumov,Alan Patrick,-160,140,Red,Roy Nelson,Jared Rosholt,-115,-105,Red,86.95652174,95.23809524
2276,Alan Omer,Arnold Allen,-165,145,Blue,Ovince Saint Preux,Rafael Feijao,-420,335,Red,23.80952381,335
2277,Niklas Backstrom,Noad Lahat,-190,165,Blue,Joseph Benavidez,Zach Makovsky,-420,335,Red,23.80952381,335
2278,Scott Askham,Antonio Dos Santos,-235,195,Red,Misha Cirkunov,Alex Nicholson,-700,500,Red,14.28571429,500
2279,Piotr Hallmann,Magomed Mustafaev,100,-120,Blue,Mike Pyle,Sean Spencer,135,-155,Red,135,64.51612903
2280,Taylor Lapilus,Ulka Sasaki,240,-280,Red,Joshua Burkman,KJ Noons,-130,110,Red,76.92307692,110
2281,Cain Velasquez,Fabricio Werdum,-460,365,Blue,Derrick Lewis,Damian Grabowski,-105,-115,Red,95.23809524,86.95652174
2282,Gilbert Melendez,Eddie Alvarez,-170,150,Blue,Ray Borg,Justin Scoggins,-185,160,Blue,54.05405405,160
2283,Kelvin Gastelum,Nate Marquardt,-500,400,Red,Noad Lahat,Diego Rivas,-350,290,Blue,28.57142857,290
2284,Yair Rodriguez,Charles Rosa,155,-175,Red,Mickey Gall,Mike Jackson,-525,450,Red,19.04761905,450
2285,Tecia Torres,Angela Hill,-235,195,Red,Artem Lobov,Alex White,-135,115,Blue,74.07407407,115
2286,Henry Cejudo,Chico Camus,-1275,825,Red,Anthony Johnson,Ryan Bader,-250,210,Red,40,210
2287,Efrain Escudero,Drew Dober,120,-140,Red,Josh Barnett,Ben Rothwell,-140,120,Blue,71.42857143,120
2288,Alejandro Perez,Patrick Williams,-160,150,Blue,Iuri Alcantara,Jimmie Rivera,150,-170,Blue,150,58.82352941
2289,Francisco Trevino,Johnny Case,415,-525,Blue,Sage Northcutt,Bryan Barberena,-275,235,Blue,36.36363636,235
2290,Augusto Montano,Cathal Pendred,-110,-110,Blue,Tarec Saffiedine,Jake Ellenberger,-265,225,Red,37.73584906,225
2291,Gabriel Benitez,Clay Collard,215,-255,Red,Olivier Aubin-Mercier,Diego Ferreira,-260,220,Blue,38.46153846,220
2292,Tim Boetsch,Dan Henderson,-185,160,Blue,Rafael Natal,Kevin Casey,-175,155,Red,57.14285714,155
2293,Ben Rothwell,Matt Mitrione,145,-165,Red,Dustin Ortiz,Wilson Reis,-275,235,Blue,36.36363636,235
2294,Dustin Poirier,Yancy Medeiros,-250,230,Red,George Sullivan,Alexander Yakovlev,-115,-105,Blue,86.95652174,95.23809524
2295,Thiago Tavares,Brian Ortega,-145,125,Blue,Alex Caceres,Masio Fullen,-290,245,Red,34.48275862,245
2296,Joe Soto,Anthony Birchak,-200,170,Blue,Matt Dwyer,Randy Brown,125,-145,Blue,125,68.96551724
2297,Francisco Rivera,Alex Caceres,-135,125,Red,Anthony Rocco Martin,Felipe Olivieri,-155,135,Red,64.51612903,135
2298,Shawn Jordan,Derrick Lewis,-115,-105,Red,TJ Dillashaw,Dominick Cruz,-155,135,Blue,64.51612903,135
2299,Brian Ebersole,Omari Akhmedov,115,-135,Blue,Anthony Pettis,Eddie Alvarez,-360,300,Blue,27.77777778,300
2300,Chris Wade,Christos Giagos,-170,150,Red,Travis Browne,Matt Mitrione,-170,150,Red,58.82352941,150
2301,Joe Proctor,Justin Edwards,-210,175,Red,Ross Pearson,Francisco Trinaldo,-150,130,Blue,66.66666667,130
2302,Ricardo Abreu,Jake Collier,-175,155,Blue,Patrick Cote,Ben Saunders,130,-150,Red,130,66.66666667
2303,Jose Quinonez,Leonardo Morales,150,-170,Red,Tim Boetsch,Ed Herman,-170,150,Blue,58.82352941,150
2304,Carlos Condit,Thiago Alves,-350,290,Red,Chris Wade,Mehdi Baghdad,-470,375,Red,21.27659574,375
2305,Nik Lentz,Charles Oliveira,225,-265,Blue,Maximo Blanco,Luke Sanders,-125,105,Blue,80,105
